업소명,업태,주소,원본_위도,원본_경도,VWorld_위도,VWorld_경도,오차_m
리틀프로방스(큰마을),숙박업 기타,전북특별자치도 무주군 설천면 구천동로 930-8,35.9083266,127.7735438,35.9082580,127.7733691,17
호텔 모악산,여관업,전북특별자치도 완주군 구이면 모악산길 104-10,35.7303360,127.1087376,35.7301808,127.1087522,17
아리랑여관,여관업,전북특별자치도 김제시 동서로 157 (요촌동),35.7991555,126.8859899,35.7993058,126.8860375,17
아모르 모텔,여관업,전북특별자치도 고창군 고창읍 운동장길 20,35.4313628,126.7220315,35.4314815,126.7219104,17
호텔이븐,여관업,전북특별자치도 군산시 현충로 82 (나운동),35.9625599,126.6892086,35.9624232,126.6891260,17
무주센트럴리조트&스파,숙박업(생활),"전북특별자치도 무주군 설천면 관동길 9, 1-2층",35.9067914,127.7547844,35.9068037,127.7545986,17
브라운도트,여관업,전북특별자치도 완주군 삼례읍 동학로 36-15,35.9105260,127.0758555,35.9103774,127.0758270,17
PGA무인텔,숙박업 기타,전북특별자치도 김제시 아리랑로 1875-28 (상동동),35.8273432,126.9178181,35.8273714,126.9176369,17
브라운도트 호텔 군산터미널점,일반호텔,전북특별자치도 군산시 중앙로 18-5 (대명동),35.9771524,126.7230683,35.9770042,126.7230930,17
비치타운모텔,여관업,"전북특별자치도 고창군 상하면 진암구시포로 477, 비치타운모텔",35.4429468,126.4422835,35.4430762,126.4421918,17
＃(샵),여관업,전북특별자치도 완주군 구이면 덕골길 11-5,35.6557702,127.1097379,35.6556315,127.1096719,17
드라이브인M호텔,여관업,전북특별자치도 김제시 금구면 봉두로 48,35.7739455,127.0075631,35.7740498,127.0076920,16
M7 무인텔,숙박업 기타,전북특별자치도 정읍시 벚꽃로 111-7 (연지동),35.5779891,126.8393365,35.5781015,126.8394541,16
스페이스셔틀 전주,숙박업(생활),전북특별자치도 완주군 상관면 죽림편백길 118-46,35.7443917,127.2064748,35.7442559,127.2065456,16
우리펜션,여관업,전북특별자치도 무주군 설천면 구천동로 1079-11,35.9094872,127.7582761,35.9096256,127.7582133,16
트윈스B,여관업,전북특별자치도 익산시 인북로6길 9 (인화동1가),35.9308249,126.9512188,35.9309012,126.9510636,16
목화장여관,여관업,전북특별자치도 익산시 동서로 216 (남중동),35.9535366,126.9577987,35.9534337,126.9579277,16
선운산호텔,일반호텔,전북특별자치도 고창군 아산면 중촌길 21,35.5038407,126.5849087,35.5037096,126.5849880,16
두바이무인텔,여관업,전북특별자치도 군산시 백릉안5길 47 (경장동),35.9712792,126.7325009,35.9711506,126.7325855,16
Cozy Cove,숙박업 기타,"전북특별자치도 부안군 변산면 변산로 2120-5, [*미고시]",35.6762399,126.5296351,35.6762251,126.5298127,16
나리 모텔,여관업,전북특별자치도 완주군 구이면 덕골길 11-6,35.6554937,127.1095300,35.6553872,127.1094103,16
러브모텔,여관업,전북특별자치도 완주군 고산면 대아저수로 441,35.9910715,127.2623370,35.9912152,127.2623274,16
월성모텔,여관업,전북특별자치도 완주군 봉동읍 하보상길 27,35.9361843,127.1669004,35.9362883,127.1667778,16
일성지리산콘도미니엄,숙박업(생활),전북특별자치도 남원시 산내면 천왕봉로 626-25,35.4230467,127.6209315,35.4230427,127.6207554,16
J 무인텔,여관업,전북특별자치도 정읍시 내장산로 143 (금붕동),35.5453100,126.8836232,35.5451875,126.8835321,16
H드라이브호텔,여관업,전북특별자치도 익산시 인북로2길 38 (인화동2가),35.9286944,126.9531001,35.9286543,126.9532694,16
유황모텔,여관업,전북특별자치도 완주군 구이면 덕골길 9,35.6560277,127.1094969,35.6559119,127.1095998,16
맨션 브릿지,일반호텔,전북특별자치도 군산시 서래내길 28 (경암동),35.9769979,126.7256448,35.9768576,126.7256749,16
소나무무인호텔,여관업,전북특별자치도 고창군 신림면 대포리길 37,35.4767582,126.6962099,35.4766165,126.6962275,16
엠클래스,여관업,전북특별자치도 익산시 인북로1길 5 (인화동1가),35.9299572,126.9486852,35.9299340,126.9488580,16
크로바모텔,여관업,전북특별자치도 무주군 설천면 만선로 12,35.9111905,127.7582190,35.9110725,127.7581223,16
명지각 동관,숙박업(생활),"전북특별자치도 남원시 정문길 6-7, 1층 (쌍교동)",35.4055499,127.3814368,35.4056522,127.3813170,16
현대모텔,여관업,전북특별자치도 완주군 봉동읍 봉동로 463,35.9554021,127.1417580,35.9552854,127.1418566,16
플로르호텔,일반호텔,"전북특별자치도 전주시 덕진구 송천중앙로 12-12, 1동 1-8층 (덕진동2가)",35.8476342,127.1190937,35.8475803,127.1192534,16
부귀파크,여관업,전북특별자치도 무주군 적상면 괴목로 980,35.9810013,127.7004300,35.9811396,127.7004545,16
봉화여관,여관업,전북특별자치도 부안군 변산면 방파제길 5,35.6268756,126.4713565,35.6267443,126.4713007,15
(주)이랜드파크켄싱턴리조트지리산남원,숙박업(생활),전북특별자치도 남원시 소리길 66 (어현동),35.4021850,127.3848174,35.4020615,127.3848891,15
화수목 빌리지 펜션텔,여관업,전북특별자치도 정읍시 순정로 2170 (부전동),35.5295958,126.9011341,35.5295459,126.9009795,15
남원생태관광숙박시설,숙박업(생활),"전북특별자치도 남원시 운봉읍 운봉로 147-11, 2-5동",35.3986269,127.5067856,35.3985323,127.5069016,15
(주)전주시그니처2,숙박업(생활),"전북특별자치도 전주시 덕진구 백제대로 838, 8층801~806,808,810호동 811~815호층 817,821,823,9층901~916호 (우아동3가)",35.8486729,127.1597283,35.8486104,127.1598734,15
전주시그니처호텔,숙박업(생활),"전북특별자치도 전주시 덕진구 백제대로 838, 7층, 8층(807,809,818,819,820,822호),9층(917~923호), 10~16층 (우아동3가)",35.8486729,127.1597283,35.8486104,127.1598734,15
모텔스카이,여관업,전북특별자치도 김제시 콩쥐팥쥐로 93-13 (순동),35.8086700,126.9148430,35.8087953,126.9147882,15
오마래 호텔,숙박업 기타,전북특별자치도 임실군 관촌면 춘향로 3726-4,35.6900620,127.2541168,35.6899411,127.2541837,15
홀리데이,숙박업(생활),전북특별자치도 무주군 설천면 외배방길 11,35.9084650,127.7586418,35.9085114,127.7584888,15
드라이브인무인텔짝,숙박업 기타,"전북특별자치도 전주시 덕진구 산정2길 30, 1,2,3층 (산정동)",35.8388970,127.1682786,35.8387823,127.1683595,15
대성모텔,여관업,"전북특별자치도 고창군 해리면 구동호1길 26-1, 선창모텔",35.5183935,126.4847702,35.5184698,126.4849027,15
이카로스,여관업,전북특별자치도 전주시 덕진구 용산2길 20 (금암동),35.8353563,127.1318701,35.8352642,127.1317537,15
백제호텔,여관업,전북특별자치도 부안군 부안읍 동중1길 18,35.7284722,126.7357137,35.7283513,126.7357777,15
라온펜션호텔,일반호텔,전북특별자치도 군산시 가도안1길 47 (오식도동),35.9465476,126.5618453,35.9464163,126.5618549,15
타임모텔,여관업,전북특별자치도 김제시 콩쥐팥쥐로 103 (순동),35.8092638,126.9156691,35.8091875,126.9155406,14
하나원리조트,숙박업(생활),전북특별자치도 완주군 운주면 금고당로 902,36.0383488,127.3422471,36.0384628,127.3423218,14
호텔와인,숙박업 기타,전북특별자치도 완주군 상관면 춘향로 4357,35.7398954,127.2226898,35.7400090,127.2226156,14
힐링카운티 7동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-49,35.4312188,126.7445066,35.4310958,126.7445506,14
힐링카운티 1동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-49,35.4312188,126.7445066,35.4310958,126.7445506,14
서림연가,숙박업(생활),전북특별자치도 무주군 설천면 원삼공2길 25,35.9088143,127.7810873,35.9088834,127.7809540,14
마리호텔,여관업,전북특별자치도 전주시 덕진구 용산3길 21 (금암동),35.8360323,127.1333309,35.8361265,127.1332239,14
럭스모텔,여관업,전북특별자치도 고창군 흥덕면 선운대로 3813-1,35.5226554,126.7076648,35.5227320,126.7075391,14
하운드호텔전주아중지구,여관업,전북특별자치도 전주시 덕진구 산정3길 19-2 (산정동),35.8383757,127.1692311,35.8382675,127.1693130,14
원창해넘이빌리지,여관업,전북특별자치도 부안군 변산면 변산해변로 188,35.6399338,126.4671157,35.6399002,126.4669660,14
글로스터호텔 전주,일반호텔,전북특별자치도 전주시 완산구 팔달로 227 (고사동),35.8223488,127.1449561,35.8222232,127.1449719,14
제일산장,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 156,35.9000334,127.7756760,35.8999111,127.7757143,14
무주오페라복층펜션&키즈풀빌라,숙박업(생활),전북특별자치도 무주군 설천면 보안길 16-7 (A동 B동 C동 1-2층),35.9099750,127.7762349,35.9100098,127.7760865,14
반딧불이펜션,숙박업 기타,전북특별자치도 무주군 설천면 구천동로 900-19 ((1~2층)),35.9092315,127.7764422,35.9091647,127.7763121,14
모텔심포장,여관업,전북특별자치도 김제시 진봉면 심포6길 89-13,35.8554577,126.7046567,35.8553444,126.7047194,14
링스호텔 장미점,일반호텔,전북특별자치도 군산시 장미1길 23 (장미동),35.9872436,126.7149213,35.9872637,126.7150722,14
모텔은 문화다,여관업,"전북특별자치도 익산시 인북로4길 47, 1~5층 (인화동2가)",35.9295250,126.9545786,35.9295724,126.9547197,14
아리울파크,여관업,전북특별자치도 부안군 변산면 격포항길 5,35.6248196,126.4719094,35.6247586,126.4717773,14
리틀프로방스(아랫마을),숙박업 기타,전북특별자치도 무주군 설천면 구천동로 930-14,35.9078818,127.7726703,35.9079606,127.7727875,14
호텔시그니처,여관업,"전북특별자치도 전주시 완산구 한두평4길 5-4 (중화산동2가,외1필지)",35.8160667,127.1238947,35.8159436,127.1239044,14
썸 드라이브인 호텔,여관업,전북특별자치도 부안군 진서면 곰소항길 22-46,35.5882693,126.6031172,35.5883875,126.6031600,14
남원호텔,일반호텔,전북특별자치도 남원시 주천면 정령치로 122-11,35.3902572,127.4494521,35.3903788,127.4494746,14
CF 모텔,여관업,전북특별자치도 김제시 벽지산로 231-1 (교동),35.7962638,126.8772842,35.7963396,126.8771668,14
(주)엘리스테이,숙박업(생활),전북특별자치도 정읍시 서당길 14 (신정동),35.5058062,126.8599209,35.5056920,126.8599693,13
박카스모텔,여관업,전북특별자치도 군산시 대야면 석화로 8,35.9458496,126.8118164,35.9458555,126.8119654,13
알프스산장,여관업,전북특별자치도 진안군 주천면 동상주천로 1800,35.9797384,127.3968424,35.9796182,127.3968553,13
H 호텔,여관업,전북특별자치도 정읍시 중앙로 199 (시기동),35.5637391,126.8596173,35.5636210,126.8596433,13
낙원모텔,여관업,전북특별자치도 전주시 완산구 전주객사3길 74-38 (고사동),35.8204115,127.1426939,35.8203927,127.1428381,13
Irvine(어바인),숙박업(생활),전북특별자치도 부안군 변산면 채석강길 6-1,35.6276125,126.4722835,35.6277302,126.4722979,13
세원모텔,여관업,전북특별자치도 전주시 완산구 전주객사3길 46-41 (고사동),35.8200187,127.1426928,35.8199051,127.1426555,13
신라여관,여관업,전북특별자치도 김제시 동헌3길 18 (요촌동),35.7998814,126.8837363,35.7998691,126.8838787,13
브라운도트호텔 전주중화산점,여관업,전북특별자치도 전주시 완산구 한두평2길 14-6 (중화산동2가),35.8131645,127.1242992,35.8132805,127.1242952,13
큐드라이브인무인텔1,여관업,전북특별자치도 김제시 진남길 19 (연정동),35.7970008,126.8653881,35.7970116,126.8652459,13
어이 모텔(여관),숙박업 기타,전북특별자치도 완주군 상관면 춘향로 4358,35.7402007,127.2237530,35.7401176,127.2238522,13
그란호텔,일반호텔,전북특별자치도 군산시 대명길 14-5 (대명동),35.9774557,126.7237626,35.9775643,126.7237139,13
호텔석정힐,여관업,전북특별자치도 고창군 고창읍 방장로 12,35.4220809,126.7411855,35.4221910,126.7412264,13
필모텔,여관업,전북특별자치도 군산시 임피면 임피2길 60,35.9851940,126.8524822,35.9851916,126.8523401,13
파라다이스장여관,여관업,전북특별자치도 익산시 익산대로2길 23 (인화동1가),35.9316696,126.9464689,35.9317217,126.9465947,13
옥정호모텔,여관업,전북특별자치도 임실군 운암면 종운로 981,35.6084102,127.1055523,35.6082988,127.1055211,13
부안트리호텔,숙박업 기타,전북특별자치도 부안군 부안읍 동중1길 9-8,35.7292196,126.7359829,35.7292175,126.7361235,13
하운드호텔,일반호텔,전북특별자치도 군산시 평화길 123-5 (장미동),35.9870114,126.7161806,35.9870783,126.7162946,13
고향여인숙,여인숙업,전북특별자치도 부안군 부안읍 매산길 8-9,35.7277993,126.7346292,35.7276952,126.7345722,13
그랜드장,여관업,전북특별자치도 진안군 진안읍 대광길 108,35.7852098,127.4161276,35.7852092,127.4159872,13
산바다펜션,숙박업 기타,전북특별자치도 부안군 변산면 궁항영상길 36,35.6063141,126.4680229,35.6063964,126.4681181,13
모텔 아모르,여관업,"전북특별자치도 정읍시 연지시장1길 22 (연지동, 322-9)",35.5746027,126.8455405,35.5745749,126.8454062,13
별의궁전,여관업,전북특별자치도 군산시 임피면 호원대2길 11-8,35.9587054,126.8709809,35.9586603,126.8708534,13
방장산펜션모텔,숙박업 기타,전북특별자치도 정읍시 입암면 정읍남로 241-12,35.4835926,126.7827002,35.4836085,126.7828370,13
그린파크장,여관업,전북특별자치도 완주군 봉동읍 봉동로 48-12,35.9295281,127.1685820,35.9294878,127.1687113,12
감스테이,일반호텔,전북특별자치도 전주시 덕진구 산정3길 30 (산정동),35.8391868,127.1693988,35.8391433,127.1692712,12
마리호텔 경장점,일반호텔,전북특별자치도 군산시 백릉안5길 58 (경장동),35.9705278,126.7321670,35.9704211,126.7321270,12
제이텔,여관업,전북특별자치도 익산시 익산대로2길 48 (인화동1가),35.9307178,126.9488725,35.9307676,126.9489954,12
꿈속모텔,여관업,전북특별자치도 익산시 배산로6길 15-2 (모현동1가),35.9430085,126.9397589,35.9430406,126.9396279,12
정인모텔,여관업,전북특별자치도 정읍시 정읍사로 480 (신월동),35.5455649,126.8615751,35.5455858,126.8617088,12
명동파크,여관업,전북특별자치도 순창군 복흥면 추령로 1792-19,35.4786276,126.9279538,35.4785906,126.9280818,12
해태장여관,여관업,전북특별자치도 군산시 소룡1길 59 (소룡동),35.9735469,126.6768861,35.9734409,126.6769180,12
서남파크,여관업,전북특별자치도 남원시 춘향로 518 (광치동),35.4539747,127.3705311,35.4538984,127.3706264,12
지중해무인텔,여관업,전북특별자치도 군산시 경포천서길 25 (경암동),35.9763295,126.7255819,35.9762581,126.7256820,12
구시포풀빌라&글램핑,숙박업(생활),전북특별자치도 고창군 상하면 진암구시포로 547-23,35.4437362,126.4350343,35.4436430,126.4351010,12
쇼펠리스,여관업,전북특별자치도 익산시 인북로1길 2 (인화동1가),35.9304054,126.9492210,35.9303052,126.9491741,12
월드콘도,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 13,35.9115985,127.7568629,35.9115052,127.7567992,12
골든비모텔,여관업,전북특별자치도 군산시 칠성6길 192 (소룡동),35.9723558,126.6794080,35.9722854,126.6793090,12
덕유산의 풍경 펜션,숙박업 기타,전북특별자치도 무주군 설천면 구천동1로 20-6 (외3필지),35.9062091,127.7789349,35.9062272,127.7790646,12
